countries,infected,infected_today,deaths,deaths_today,recovered,recovered_today,active,critical,tests,death_rate,recovery_rate
United States,1484287,1296,88507,30,327751,1654,1068029,16139,11090900,6.0,22.1
Spain,274367,0,27459,0,188967,0,57941,1320,3037840,10.0,68.9
Russia,272043,9200,2537,119,63166,4940,206340,2300,6600000,0.9,23.2
United Kingdom,237260,0,34041,0,457,0,202762,1559,2353078,14.3,0.2
Italy,223885,0,31610,0,120205,0,72070,808,2875680,14.1,53.7
Brazil,220291,2068,14962,145,84970,0,120359,8318,735224,6.8,38.6
France,179506,0,27529,0,60448,0,91529,2203,1384633,15.3,33.7
Germany,175699,0,8001,0,152600,900,15098,1294,3147771,4.6,86.9
Turkey,146457,0,4055,0,106133,0,36269,944,1547389,2.8,72.5
Iran,116635,0,6902,0,91836,0,17897,2727,658604,5.9,78.7
India,86508,724,2760,7,30773,539,52975,0,2134277,3.2,35.6
Peru,84495,0,2392,0,27147,0,54956,851,605383,2.8,32.1
China,82941,8,4633,0,78219,10,89,11,0,5.6,94.3
Canada,75237,202,5669,22,36895,0,32673,502,1225049,7.5,49.0
Belgium,54989,345,9005,46,14460,159,31524,364,663755,16.4,26.3
Saudi Arabia,49176,0,292,0,21869,0,27015,167,530265,0.6,44.5
Mexico,45032,2437,4767,290,30451,1976,9814,378,163691,10.6,67.6
Netherlands,43681,0,5643,0,0,0,38038,378,287943,12.9,0.0
Chile,39542,0,394,0,16614,0,22534,584,341347,1.0,42.0
Pakistan,38799,1581,834,31,10880,725,27085,111,359264,2.1,28.0
Ecuador,31467,0,2594,0,3433,0,25440,197,89817,8.2,10.9
Switzerland,30514,0,1878,0,27100,0,1536,69,334274,6.2,88.8
Qatar,29425,0,14,0,3546,0,25865,72,148173,0.0,12.1
Sweden,29207,0,3646,0,4971,0,20590,351,177500,12.5,17.0
Portugal,28583,0,1190,0,3328,0,24065,112,600061,4.2,11.6
Belarus,27730,0,156,0,8807,0,18767,92,321705,0.6,31.8
Singapore,27356,465,21,0,7248,0,20087,18,224262,0.1,26.5
Ireland,23956,0,1518,0,19470,0,2968,69,258808,6.3,81.3
United Arab Emirates,21831,0,210,0,7328,0,14293,1,1560923,1.0,33.6
Bangladesh,20995,930,314,16,4117,235,16564,1,167114,1.5,19.6
Poland,18184,168,912,5,7175,257,10097,160,576276,5.0,39.5
Ukraine,17858,528,497,21,4906,433,12455,231,220638,2.8,27.5
Indonesia,17025,529,1089,13,3911,108,12025,0,178602,6.4,23.0
Israel,16606,17,267,1,12820,233,3519,59,498711,1.6,77.2
Romania,16437,0,1081,11,9370,0,5986,219,294601,6.6,57.0
Japan,16203,0,713,0,10338,0,5152,245,233144,4.4,63.8
Austria,16201,92,629,1,14524,53,1048,50,351351,3.9,89.6
Colombia,14216,0,546,0,3460,0,10210,137,177050,3.8,24.3
South Africa,13524,0,247,0,6083,0,7194,119,421555,1.8,45.0
Kuwait,12860,0,96,0,3640,0,9124,190,236004,0.7,28.3
Philippines,12305,214,817,11,2561,101,8927,77,191963,6.6,20.8
Dominican Republic,11739,0,424,0,3557,0,7758,127,50108,3.6,30.3
Egypt,11228,0,592,0,2799,0,7837,41,135000,5.3,24.9
South Korea,11037,19,262,2,9851,30,924,55,741145,2.4,89.3
Denmark,10791,0,537,0,8959,0,1295,32,368889,5.0,83.0
Serbia,10438,0,225,0,4301,0,5912,20,168670,2.2,41.2
Panama,9268,150,266,6,6080,0,2922,72,47768,2.9,65.6
Czechia,8406,0,295,0,5381,0,2730,39,348849,3.5,64.0
Norway,8219,0,232,0,32,0,7955,20,216350,2.8,0.4
Argentina,7479,345,356,3,2497,0,4626,170,96893,4.8,33.4
Australia,7037,18,98,0,6353,16,586,17,1013615,1.4,90.3
Malaysia,6872,17,113,1,5512,73,1247,13,424306,1.6,80.2
Morocco,6652,0,190,0,3400,0,3062,1,81616,2.9,51.1
Algeria,6629,0,536,0,3271,0,2822,22,6500,8.1,49.3
Bahrain,6583,0,12,1,2640,0,3931,3,222542,0.2,40.1
Finland,6286,58,297,4,5000,0,989,30,143900,4.7,79.5
Afghanistan,6053,0,153,0,745,0,5155,19,20854,2.5,12.3
Kazakhstan,5850,161,34,0,2707,0,3109,31,505216,0.6,46.3
Moldova,5745,0,202,0,2228,0,3315,251,20447,3.5,38.8
Ghana,5638,0,28,0,1460,0,4150,5,171642,0.5,25.9
Nigeria,5450,0,171,0,1320,0,3959,7,30657,3.1,24.2
Oman,5029,404,20,0,1436,86,3573,31,61000,0.4,28.6
Armenia,4283,239,55,3,1791,125,2437,10,39005,1.3,41.8
Luxembourg,3923,0,104,0,3682,0,137,11,59987,2.7,93.9
Bolivia,3577,205,164,12,434,78,2979,3,7651,4.6,12.1
Hungary,3473,56,448,6,1371,84,1654,45,131429,12.9,39.5
Iraq,3193,0,117,0,2089,0,987,0,140573,3.7,65.4
Cameroon,3105,151,140,1,1567,14,1398,28,0,4.5,50.5
Thailand,3025,0,56,0,2855,1,114,61,286008,1.9,94.4
Azerbaijan,2980,0,36,0,1886,0,1058,37,220363,1.2,63.3
Greece,2810,0,160,0,1374,0,1276,23,120015,5.7,48.9
Uzbekistan,2691,5,11,0,2158,0,522,8,460000,0.4,80.2
Guinea,2531,58,15,0,1094,199,1422,18,10304,0.6,43.2
Honduras,2460,142,134,1,264,11,2062,10,5653,5.4,10.7
Senegal,2310,0,25,0,890,0,1395,6,24599,1.1,38.5
Bosnia and Herzegovina,2236,0,128,0,1336,0,772,4,47149,5.7,59.7
Croatia,2222,0,95,0,1869,0,258,8,51568,4.3,84.1
Bulgaria,2175,37,105,3,573,28,1497,45,64480,4.8,26.3
Ivory Coast,2017,0,24,0,942,0,1051,0,15260,1.2,46.7
Sudan,1964,0,91,0,205,0,1668,0,0,4.6,10.4
Cuba,1840,0,79,0,1425,0,336,9,77374,4.3,77.4
Iceland,1802,0,10,0,1782,0,10,0,56219,0.6,98.9
Estonia,1770,4,63,0,934,11,773,5,68840,3.6,52.8
North Macedonia,1740,0,97,0,1251,0,392,21,20548,5.6,71.9
Guatemala,1643,125,30,1,135,6,1478,5,7200,1.8,8.2
Lithuania,1534,11,55,1,988,23,491,17,224040,3.6,64.4
New Zealand,1498,0,21,0,1428,7,49,2,223937,1.4,95.3
Slovakia,1493,13,28,1,1151,20,314,3,139986,1.9,77.1
Slovenia,1465,0,103,0,270,0,1092,7,67701,7.0,18.4
Congo (Kinshasa),1370,72,61,11,229,17,1080,0,0,4.5,16.7
Djibouti,1309,0,4,0,935,0,370,0,16878,0.3,71.4
Somalia,1284,0,53,0,135,0,1096,2,0,4.1,10.5
El Salvador,1265,55,25,2,441,25,799,18,53412,2.0,34.9
Mayotte,1258,48,16,0,627,0,615,9,5200,1.3,49.8
Gabon,1209,0,10,0,219,0,980,11,7050,0.8,18.1
Tajikistan,1118,0,33,0,0,0,1085,0,0,3.0,0.0
Kyrgyzstan,1117,6,14,0,783,38,320,5,59490,1.3,70.1
Hong Kong,1053,0,4,0,1019,0,30,1,168291,0.4,96.8
Tunisia,1035,0,45,0,802,0,188,3,37862,4.3,77.5
Maldives,1031,0,4,0,49,0,978,2,11775,0.4,4.8
Latvia,997,27,19,0,662,0,316,3,87377,1.9,66.4
Kosovo,944,0,29,0,690,0,225,0,0,3.1,73.1
Sri Lanka,935,0,9,0,520,43,406,1,42056,1.0,55.6
Albania,916,0,31,0,705,0,180,1,11458,3.4,77.0
Guinea-Bissau,913,0,3,0,26,0,884,0,1500,0.3,2.8
Cyprus,910,0,17,0,481,0,412,10,81942,1.9,52.9
Lebanon,891,0,26,0,246,0,619,4,57715,2.9,27.6
Niger,885,0,51,0,684,0,150,0,5749,5.8,77.3
Costa Rica,843,0,10,1,542,0,291,5,18655,1.2,64.3
Mali,806,0,46,0,455,0,305,0,2498,5.7,56.5
Kenya,781,0,45,0,284,0,452,1,36918,5.8,36.4
Burkina Faso,780,0,51,0,595,0,134,0,0,6.5,76.3
Andorra,761,0,49,0,604,0,108,3,3750,6.4,79.4
Paraguay,759,0,11,0,193,0,555,0,18856,1.4,25.4
Uruguay,732,0,19,0,553,0,160,7,32225,2.6,75.5
Cruise Ship,712,0,13,0,651,0,48,4,0,1.8,91.4
Georgia,677,6,12,0,419,26,246,6,36248,1.8,61.9
Zambia,668,14,7,0,152,28,509,1,15811,1.0,22.8
San Marino,652,0,41,0,189,0,422,1,3394,6.3,29.0
Jordan,596,0,9,0,401,0,186,5,136229,1.5,67.3
Equatorial Guinea,594,0,7,0,22,0,565,0,854,1.2,3.7
Channel Islands,549,0,43,0,457,0,49,0,5342,7.8,83.2
Malta,532,0,6,0,458,0,68,1,47504,1.1,86.1
Jamaica,511,2,9,0,121,3,381,0,7946,1.8,23.7
Tanzania,509,0,21,0,183,0,305,7,0,4.1,36.0
Venezuela,459,4,10,0,229,9,220,1,540236,2.2,49.9
Sierra Leone,447,0,27,0,97,0,323,0,0,6.0,21.7
Réunion,441,0,0,0,354,0,87,4,17200,0.0,80.3
Taiwan,440,0,7,0,389,2,44,0,68988,1.6,88.4
Chad,428,0,48,0,88,0,292,0,0,11.2,20.6
Congo (Brazzaville),391,0,15,0,87,0,289,0,0,3.8,22.3
Palestine,375,0,2,0,315,0,58,0,44876,0.5,84.0
Benin,339,0,2,0,83,0,254,0,25471,0.6,24.5
Isle of Man,334,0,24,0,285,0,25,10,4032,7.2,85.3
Mauritius,332,0,10,0,322,0,0,0,69773,3.0,97.0
Cabo Verde,326,0,2,0,67,0,257,0,791,0.6,20.6
Montenegro,324,0,9,0,311,0,4,2,10167,2.8,96.0
Vietnam,314,1,0,0,260,0,54,2,275000,0.0,82.8
Haiti,310,37,20,0,29,11,261,0,1669,6.5,9.4
CAR,301,0,0,0,13,0,288,0,3498,0.0,4.3
Ethiopia,287,0,5,0,112,0,170,0,48985,1.7,39.0
Rwanda,287,0,0,0,177,0,110,0,46198,0.0,61.7
Nepal,276,9,0,0,36,0,240,0,87014,0.0,13.0
Togo,263,0,11,0,96,0,156,0,12040,4.2,36.5
Madagascar,238,0,0,0,112,0,126,1,5670,0.0,47.1
South Sudan,236,0,4,0,4,0,228,0,3356,1.7,1.7
Sao Tome and Principe,235,0,7,0,4,0,224,0,175,3.0,1.7
Liberia,219,0,20,0,108,0,91,0,0,9.1,49.3
Uganda,203,0,0,0,63,0,140,0,70117,0.0,31.0
Martinique,192,0,14,0,91,0,87,0,0,7.3,47.4
Eswatini,190,0,2,0,66,0,122,0,4160,1.1,34.7
French Guiana,189,25,1,0,124,0,64,0,0,0.5,65.6
Faroe Islands,187,0,0,0,187,0,0,0,8779,0.0,100.0
Myanmar,182,1,6,0,89,0,87,0,13634,3.3,48.9
Guadeloupe,155,0,13,0,109,0,33,3,2866,8.4,70.3
Gibraltar,147,0,0,0,144,0,3,0,4941,0.0,98.0
Brunei,141,0,1,0,136,1,4,2,16892,0.7,96.5
Mongolia,135,37,0,0,20,0,115,2,10162,0.0,14.8
Bermuda,122,0,9,0,66,0,47,2,4691,7.4,54.1
Cambodia,122,0,0,0,122,1,0,0,14684,0.0,100.0
Mozambique,119,0,0,0,42,0,77,0,5361,0.0,35.3
Guyana,116,3,10,0,43,1,63,3,1065,8.6,37.1
Trinidad and Tobago,116,0,8,0,107,0,1,0,2597,6.9,92.2
Yemen,106,0,15,0,1,0,90,0,120,14.2,0.9
Aruba,101,0,3,0,93,0,5,4,1937,3.0,92.1
Monaco,96,0,4,0,87,0,5,1,0,4.2,90.6
Bahamas,96,0,11,0,41,0,44,1,1700,11.5,42.7
Cayman Islands,94,0,1,0,55,0,38,3,5900,1.1,58.5
Barbados,85,0,7,0,65,0,13,4,3651,8.2,76.5
Liechtenstein,82,0,1,0,55,0,26,0,900,1.2,67.1
Sint Maarten,76,0,15,0,46,0,15,7,329,19.7,60.5
Libya,64,0,3,0,28,0,33,0,3633,4.7,43.8
Malawi,63,0,3,0,24,0,36,1,1363,4.8,38.1
Syria,50,0,3,0,36,0,11,0,0,6.0,72.0
Angola,48,0,2,0,17,0,29,0,6136,4.2,35.4
Macau,45,0,0,0,43,0,2,1,0,0.0,95.6
Zimbabwe,42,0,4,0,13,0,25,0,25478,9.5,31.0
Eritrea,39,0,0,0,39,0,0,0,0,0.0,100.0
Saint Martin,39,0,3,0,30,0,6,1,0,7.7,76.9
Mauritania,29,0,3,0,7,0,19,0,2015,10.3,24.1
Antigua and Barbuda,25,0,3,0,19,0,3,1,183,12.0,76.0
Nicaragua,25,0,8,0,7,0,10,0,0,32.0,28.0
Timor-Leste,24,0,0,0,24,0,0,0,738,0.0,100.0
Botswana,24,0,1,0,17,0,6,0,11495,4.2,70.8
Gambia,23,0,1,0,12,2,10,0,1341,4.3,52.2
Grenada,22,0,0,0,14,0,8,4,2419,0.0,63.6
Bhutan,21,0,0,0,5,0,16,0,13660,0.0,23.8
Laos,19,0,0,0,14,0,5,0,4424,0.0,73.7
Belize,18,0,2,0,16,0,0,0,1043,11.1,88.9
Saint Lucia,18,0,0,0,18,0,0,0,727,0.0,100.0
Fiji,18,0,0,0,15,0,3,0,1300,0.0,83.3
New Caledonia,18,0,0,0,18,0,0,0,5454,0.0,100.0
St. Vincent Grenadines,17,0,0,0,14,0,3,0,155,0.0,82.4
Curaçao,16,0,1,0,14,0,1,0,389,6.2,87.5
Dominica,16,0,0,0,15,0,1,0,420,0.0,93.8
Namibia,16,0,0,0,13,0,3,0,2074,0.0,81.2
Burundi,15,0,1,0,7,0,7,0,284,6.7,46.7
Saint Kitts and Nevis,15,0,0,0,14,0,1,0,327,0.0,93.3
Falkland Islands,13,0,0,0,13,0,0,0,402,0.0,100.0
Turks and Caicos,12,0,1,0,10,0,1,0,109,8.3,83.3
Vatican City,12,0,0,0,2,0,10,0,0,0.0,16.7
Greenland,11,0,0,0,11,0,0,0,1629,0.0,100.0
Comoros,11,0,1,0,3,0,7,0,0,9.1,27.3
Seychelles,11,0,0,0,10,0,1,0,0,0.0,90.9
Montserrat,11,0,1,0,10,2,0,0,36,9.1,90.9
Suriname,10,0,1,0,9,0,0,0,404,10.0,90.0
MS Zaandam,9,0,2,0,0,0,7,0,0,22.2,0.0
British Virgin Islands,8,0,1,0,6,0,1,0,167,12.5,75.0
Papua New Guinea,8,0,0,0,8,0,0,0,2402,0.0,100.0
Caribbean Netherlands,6,0,0,0,6,0,0,0,357,0.0,100.0
St. Barth,6,0,0,0,6,0,0,0,0,0.0,100.0
Western Sahara,6,0,0,0,6,0,0,0,0,0.0,100.0
Anguilla,3,0,0,0,3,0,0,0,0,0.0,100.0
Saint Pierre Miquelon,1,0,0,0,1,0,0,0,0,0.0,100.0
Lesotho,1,0,0,0,0,0,1,0,0,0.0,0.0
